Title,Price,Location,Bedrooms,Bathrooms,Surface
 Ferme,169 500 ,Zulzeke,2,1,100 m²
 Maison,169 500 ,Iseghem,3,1,180 m²
 Appartement,169 500 ,Mont-Sur-Marchienne,2,1,82 m²
 Maison,169 500 ,Hornu,3,1,120 m²
 Appartement,169 500 ,Liège,2,1,68 m²
 Maison,169 500 ,Glain,3,1,120 m²
 Maison Trois Façades,169 500 ,Morlanwelz-Mariemont,2,1,102 m²
 Maison,169 900 ,Mouscron,2,1,138 m²
 Maison,169 900 ,Roux,4,2,105 m²
 Maison,169 900 ,Jumet,3,2,140 m²
 Maison,169 900 ,Ransart,3,2,147 m²
 Appartement,169 900 ,Jette,2,1,73 m²
 Appartement,170 000 ,Mariakerke,1,1,52 m²
 Appartement,170 000 ,Ostende,2,1,98 m²
 Maison Trois Façades,170 000 ,Jemappes,3,1,153 m²
 Appartement,170 000 ,Coxyde,1,1,45 m²
 Maison,170 000 ,Dixmude,4,1,172 m²
 Maison,170 000 ,Rebaix,3,1,134 m²
 Appartement,170 000 ,Ixelles,1,1,30 m²
 Maison Trois Façades,170 000 ,Jamiolle,3,1,150 m²
 Maison,170 000 ,Marchienne-Au-Pont,2,1,75 m²
 Maison,170 000 ,Ath,2,1,120 m²
 Maison Trois Façades,170 000 ,Cerfontaine,3,1,170 m²
 Maison,170 000 ,Binche,4,1,170 m²
 Maison Trois Façades,170 000 ,Wonck,3,1,171 m²
 Maison Trois Façades,170 000 ,Soumagne,5,1,216 m²
 Maison,170 000 ,Ligne,2,1,158 m²
 Maison quatre façades,170 000 ,Quaregnon,4,1,137 m²
 Maison,170 000 ,Ougrée,2,1,113 m²
 Maison,170 000 ,Chapelle-Lez-Herlaimont,2,1,175 m²
 Maison,170 000 ,Gilly,2,2,194 m²
 Appartement,170 000 ,Grivegnée,2,1,100 m²
 Appartement,170 000 ,Lint,1,1,80 m²
 Appartement,170 000 ,Ath,2,1,69 m²
 Appartement,170 000 ,Verviers,2,1,83 m²
 Maison,170 000 ,Rumes,3,1,142 m²
 Appartement,170 000 ,Verviers,2,1,100 m²
 Maison,170 000 ,Roux,4,1,180 m²
 Maison,170 000 ,Roux,4,1,180 m²
 Appartement,170 000 ,Tournai,2,1,75 m²
 Appartement,170 000 ,Mariembourg,2,1,77 m²
 Maison,170 000 ,Péruwelz,4,1,192 m²
 Maison,170 000 ,Ville-Sur-Haine,4,1,200 m²
 Appartement,170 000 ,Middelkerke,1,1,50 m²
 Maison Trois Façades,170 000 ,Oignies-En-Thiérache,4,1,189 m²
 Appartement,170 000 ,Auderghem,1,1,37 m²
 Appartement,170 000 ,Saint-Ghislain,2,1,70 m²
 Maison,170 000 ,Roulers,3,1,100 m²
 Maison,170 000 ,Houdeng-Goegnies,2,1,170 m²
 Maison,170 000 ,Herbeumont,4,2,286 m²
 Maison,170 000 ,Péruwelz,6,2,217 m²
 Appartement,170 000 ,Ganshoren,1,1,55 m²
 Maison,170 000 ,Lambusart,2,1,105 m²
 Maison,170 000 ,Haine-Saint-Paul,2,1,113 m²
 Maison Trois Façades,170 000 ,Barbençon,4,1,158 m²
 Maison,170 000 ,Cordes,3,1,138 m²
 Maison,170 000 ,Pepinster,3,2,221 m²
 Maison,170 000 ,Gerpinnes,3,1,108 m²
 Maison,170 000 ,Couillet,4,1,206 m²
 Appartement,170 000 ,Westende,1,1,30 m²
 Appartement,170 000 ,Rixensart,1,1,67 m²
 Maison,170 000 ,Gages,1,1,85 m²
 Flat,171 648 ,Bois-D'Haine,2,1,83 m²
 Appartement,172 000 ,Roulers,2,1,83 m²
 Appartement,172 000 ,Mouscron,2,1,114 m²
 Maison,172 000 ,Mévergnies-Lez-Lens,2,1,111 m²
 Appartement,172 500 ,Mons,2,1,78 m²
 Maison,173 000 ,Charleroi,2,1,150 m²
 Appartement,173 000 ,Roulers,2,1,165 m²
 Appartement,173 500 ,Menin,2,1,70 m²
 Maison,174 000 ,Visé,2,1,99 m²
 Maison,174 000 ,Hermalle-Sous-Argenteau,2,1,142 m²
 Appartement,174 462 ,Mouscron,2,1,80 m²
 Appartement,174 600 ,Angleur,1,1,52 m²
 Duplex,174 900 ,Merksem,2,1,70 m²
 Maison,174 900 ,Châtelet,3,1,110 m²
 Maison Trois Façades,174 900 ,La Louvière,2,1,185 m²
 Maison,174 900 ,Jumet,2,1,133 m²
 Maison,174 999 ,Montignies-Sur-Sambre,3,2,153 m²
 Maison,175 000 ,Grammont,3,1,156 m²
 Maison,175 000 ,Ans,3,1,145 m²
 Appartement,175 000 ,Schaerbeek,1,1,49 m²
 Maison,175 000 ,Moustier,3,1,170 m²
 Appartement,175 000 ,Bruges,2,1,61 m²
 Appartement,175 000 ,Ath,2,1,95 m²
 Maison Trois Façades,175 000 ,Horion-Hozémont,2,1,98 m²
 Maison,175 000 ,Limbourg,4,2,170 m²
 Maison,175 000 ,Hornu,2,1,81 m²
 Immeuble à appartements,175 000 ,Marchienne-Au-Pont,7,3,300 m²
 Maison,175 000 ,Kain,2,1,120 m²
 Appartement rez-de-chaussée,175 000 ,Ostende,2,1,68 m²
 Immeuble à appartements,175 000 ,Quevaucamps,4,2,186 m²
 Appartement,175 000 ,Ostende,2,1,73 m²
 Maison Trois Façades,175 000 ,Binche,3,1,110 m²
 Appartement,175 000 ,Woluwe-Saint-Etienne,1,1,55 m²
 Maison,175 000 ,Wasmes,3,1,98 m²
 Maison,175 000 ,La Louvière,1,1,100 m²
 Appartement,175 000 ,Molenbeek-Saint-Jean,1,1,55 m²
 Appartement,175 000 ,Woluwe-Saint-Lambert,1,1,55 m²
 Maison Trois Façades,175 000 ,Tilleur,3,1,125 m²
 Appartement,175 000 ,Pecq,2,1,89 m²
 Appartement,175 000 ,Ypres,2,1,84 m²
 Appartement,175 000 ,Molenbeek-Saint-Jean,2,1,95 m²
 Appartement,175 000 ,Tournai,2,1,102 m²
 Appartement,175 000 ,Westende,1,1,50 m²
 Maison,175 000 ,Calonne,2,1,129 m²
 Maison,175 000 ,Seraing,3,3,178 m²
 Appartement,175 000 ,Nieuport,1,1,50 m²
 Appartement,175 000 ,Tirlemont,1,1,60 m²
 Appartement,175 000 ,Linkebeek,2,1,75 m²
 Maison,175 000 ,Renaix,2,1,90 m²
 Maison,175 000 ,Warneton,2,2,95 m²
 Maison,175 000 ,Comines,3,1,97 m²
 Appartement,175 000 ,Lodelinsart,2,1,90 m²
 Appartement,175 000 ,Saint-Gilles,2,1,65 m²
 Maison quatre façades,175 000 ,Rance,2,1,158 m²
 Maison quatre façades,175 000 ,Rance,2,1,158 m²
 Maison,175 000 ,Maurage,4,1,131 m²
 Maison,175 000 ,Péruwelz,4,2,375 m²
 Appartement,175 000 ,Saint-Ghislain,3,1,150 m²
 Maison Trois Façades,175 000 ,Bouffioulx,2,1,80 m²
 Appartement,175 000 ,Anderlecht,1,1,56 m²
 Appartement,175 000 ,Anderlecht,1,1,56 m²
 Appartement,175 000 ,Anderlecht,1,1,56 m²
 Appartement,175 000 ,Anderlecht,1,1,56 m²
 Appartement,175 000 ,Profondeville,2,1,93 m²
 Maison,175 000 ,Dalhem,5,1,149 m²
 Maison,175 000 ,Morlanwelz-Mariemont,3,1,92 m²
 Maison quatre façades,175 000 ,Péruwelz,1,1,52 m²
 Appartement,175 000 ,Middelkerke,1,1,33 m²
 Maison,175 000 ,Villers-L'Evêque,4,1,168 m²
 Maison,175 000 ,Bredene,2,3,75 m²
 Appartement,175 000 ,Wenduine,1,2,45 m²
 Appartement,175 000 ,Sars-La-Bruyère,2,1,100 m²
 Appartement,175 000 ,Sars-La-Bruyère,2,1,100 m²
 Appartement,175 000 ,Ninove,1,1,76 m²
 Appartement,175 000 ,Molenbeek-Saint-Jean,1,1,50 m²
 Maison,175 000 ,Comines,4,1,184 m²
 Appartement,175 000 ,Schaerbeek,1,1,64 m²
 Maison,175 000 ,Heule,3,1,100 m²
 Maison,175 000 ,Froyennes,4,1,221 m²
 Appartement,175 000 ,Middelkerke,2,1,59 m²
 Maison,175 000 ,Marcinelle,3,2,182 m²
 Maison,175 000 ,Courtrai,3,1,100 m²
 Appartement,175 000 ,Blanckenberghe,2,1,48 m²
 Maison,175 000 ,Harelbeke,4,1,160 m²
 Maison,175 000 ,Wandre,3,1,95 m²
 Appartement,175 000 ,Wandre,3,1,95 m²
 Maison,175 000 ,Grandrieu,3,1,470 m²
 Appartement,175 000 ,Bruxelles,1,1,35 m²
 Appartement,175 000 ,Grivegnée,1,1,74 m²
 Maison,175 000 ,Bassenge,3,1,105 m²
 Maison,175 000 ,Nivelles,2,1,100 m²
 Maison,175 000 ,Antoing,4,1,163 m²
 Appartement,175 000 ,Anderlecht,1,1,72 m²
 Maison,175 000 ,Wandre,2,1,100 m²
 Appartement,175 000 ,Jodoigne,2,1,80 m²
 Maison Trois Façades,175 000 ,Villers-Poterie,3,1,140 m²
 Maison,175 000 ,Herstal,3,1,137 m²
 Maison,175 000 ,Charleroi,3,1,150 m²
 Maison,175 000 ,Ans,3,1,111 m²
 Maison,175 000 ,Hélécine,3,1,110 m²
 Maison,175 000 ,Namêche,2,1,85 m²
 Maison,175 000 ,Baudour,2,1,145 m²
 Appartement,175 000 ,Mons,3,1,90 m²
 Maison,175 000 ,Pâturages,4,1,289 m²
 Maison,175 000 ,Flénu,3,1,176 m²
 Maison,175 000 ,Liège,5,1,117 m²
 Maison,175 000 ,Tubize,3,1,201 m²
 Maison,175 000 ,Saint-Nicolas,4,2,130 m²
 Appartement,175 000 ,Chapelle-Lez-Herlaimont,2,1,94 m²
 Appartement,175 000 ,Elouges,2,1,85 m²
 Maison,175 000 ,Pâturages,3,1,169 m²
 Maison,175 000 ,Fontaine-L'Evêque,2,2,300 m²
 Appartement,175 000 ,Bruxelles,2,1,65 m²
 Maison de rangée,175 000 ,Mariakerke,3,1,138 m²
 Maison de rangée,175 000 ,Mariakerke,3,1,139 m²
 Appartement,175 000 ,Jette,3,1,93 m²
 Maison,175 000 ,Rebecq,3,1,115 m²
 Appartement,175 000 ,Wavre,1,1,70 m²
 Appartement,175 000 ,Gand,1,1,98 m²
 Appartement,175 000 ,Zelzate,2,1,128 m²
 Appartement,175 000 ,Nieuport,1,1,58 m²
 Maison,175 000 ,Waremme,3,1,101 m²
 Appartement,175 500 ,Trooz,3,1,130 m²
 Maison,176 000 ,Lessines,3,2,179 m²
 Maison,176 000 ,Westende,2,1,45 m²
 Maison,176 000 ,Jumet,3,1,163 m²
 Maison,176 000 ,Jumet,3,1,163 m²
 Maison,177 500 ,Ougrée,3,1,121 m²
 Maison,178 000 ,Bruges,2,1,102 m²
 Maison,178 000 ,Mouscron,3,1,130 m²
 Appartement,178 000 ,Schaerbeek,1,1,75 m²
 Appartement,178 000 ,Chapelle-Lez-Herlaimont,2,1,96 m²
 Maison,178 000 ,Vilvorde,4,1,130 m²
 Maison Trois Façades,178 077 ,Warneton,3,1,130 m²
 Maison Trois Façades,178 112 ,Warneton,3,1,130 m²
 Appartement,178 500 ,Westende,2,1,80 m²
 Appartement,178 500 ,Middelkerke,2,1,80 m²
 Maison Trois Façades,178 500 ,Tubize,2,1,95 m²
 Appartement,179 000 ,Anderlecht,1,1,75 m²
 Maison,179 000 ,Seraing,3,1,82 m²
 Immeuble à appartements,179 000 ,Mouscron,2,1,131 m²
 Appartement,179 000 ,Hal,2,1,81 m²
 Appartement,179 000 ,Ostende,2,1,80 m²
 Maison,179 000 ,Trooz,5,1,170 m²
 Maison,179 000 ,Grâce-Hollogne,3,1,105 m²
 Maison,179 000 ,Grâce-Hollogne,2,1,81 m²
 Appartement,179 000 ,Landen,2,1,103 m²
 Maison,179 000 ,Mouscron,3,1,109 m²
 Appartement,179 000 ,Liège,2,1,93 m²
 Maison Trois Façades,179 000 ,Aywaille,4,2,132 m²
 Appartement,179 000 ,Chaudfontaine,2,1,75 m²
 Maison,179 000 ,Châtelet,2,2,150 m²
 Maison,179 000 ,Mouscron,3,1,121 m²
 Appartement,179 000 ,Liège,2,1,83 m²
 Appartement,179 000 ,Grivegnée,3,1,108 m²
 Maison,179 000 ,Liège,2,1,100 m²
 Maison,179 000 ,Mouscron,3,1,132 m²
 Maison,179 000 ,Angleur,2,1,104 m²
 Maison,179 000 ,Gembloux,2,1,66 m²
 Maison Trois Façades,179 000 ,Montegnée,2,1,158 m²
 Maison Trois Façades,179 000 ,Montegnée,2,1,199 m²
 Appartement,179 000 ,Ostende,2,1,55 m²
 Maison,179 000 ,Dison,3,1,114 m²
 Maison,179 000 ,Lierrede,3,1,150 m²
 Maison,179 000 ,Gistel,2,1,90 m²
 Appartement,179 000 ,Bruxelles,1,1,45 m²
 Appartement,179 000 ,Herstal,2,1,107 m²
 Appartement,179 000 ,Ostende,1,1,50 m²
 Maison,179 000 ,Seraing,3,1,90 m²
 Appartement,179 000 ,Seraing,2,1,105 m²
 Maison,179 000 ,Flénu,2,1,185 m²
 Maison,179 000 ,Thy-Le-Château,3,1,200 m²
 Maison,179 000 ,Herstal,1,1,62 m²
 Maison de rangée,179 000 ,Courtrai,3,1,55 m²
 Maison,179 000 ,Calonne,2,1,101 m²
 Maison,179 000 ,Roux,4,1,241 m²
 Maison,179 000 ,Poperinghe,3,1,106 m²
 Appartement,179 000 ,Nieuport,1,1,37 m²
 Appartement,179 000 ,Enghien,2,1,120 m²
 Appartement,179 000 ,Liège,2,1,90 m²
 Maison,179 000 ,Verviers,3,1,158 m²
 Maison,179 000 ,Hal,2,1,93 m²
 Appartement rez-de-chaussée,179 000 ,Koekelberg,1,1,50 m²
 Maison Trois Façades,179 000 ,Beyne-Heusay,2,1,186 m²
 Maison Trois Façades,179 000 ,Herstal,4,1,135 m²
 Maison Trois Façades,179 000 ,Estinnes-Au-Mont,2,1,160 m²
 Appartement,179 000 ,Ploegsteert,2,1,84 m²
 Maison Trois Façades,179 000 ,Estinnes-Au-Mont,2,1,160 m²
 Appartement,179 000 ,Mouscron,2,1,110 m²
 Appartement,179 000 ,Mouscron,2,1,131 m²
 Maison,179 000 ,Ostende,4,2,180 m²
 Maison,179 000 ,Chaudfontaine,2,1,83 m²
 Appartement,179 000 ,Sint-Kruis,2,1,85 m²
 Maison,179 000 ,Jemeppe-Sur-Meuse,3,3,172 m²
 Maison,179 000 ,Flémalle,2,1,81 m²
 Appartement,179 000 ,Tubize,1,1,63 m²
 Appartement,179 000 ,Liège,2,1,75 m²
 Maison,179 000 ,Cheratte,2,2,111 m²
 Maison,179 000 ,Vaux-Sous-Chèvremont,4,1,152 m²
 Maison,179 000 ,Lantin,2,1,75 m²
 Maison,179 000 ,Grâce-Hollogne,1,1,124 m²
 Maison,179 000 ,Kain,3,1,164 m²
 Maison,179 000 ,Grâce-Hollogne,1,1,124 m²
 Maison,179 000 ,Baudour,4,1,104 m²
 Appartement,179 000 ,Herstal,3,1,108 m²
 Maison,179 000 ,La Louvière,2,1,107 m²
 Maison,179 000 ,Liège,4,1,164 m²
 Maison,179 000 ,Haine-Saint-Pierre,5,1,242 m²
 Maison,179 000 ,Ledeberg,1,1,60 m²
 Appartement,179 000 ,Wenduine,2,1,92 m²
 Appartement,179 000 ,Le coq,1,1,56 m²
 Maison,179 000 ,Menin,4,1,160 m²
 Maison,179 500 ,Ypres,5,1,156 m²
 Maison,179 500 ,Liège,4,1,120 m²
 Maison,179 500 ,Flémalle,2,2,125 m²
 Maison,179 900 ,Renaix,2,1,140 m²
 Maison,179 900 ,Seraing,2,2,165 m²
 Maison,179 900 ,Roux,3,2,187 m²
 Maison,179 900 ,Jumet,3,1,133 m²
 Maison,179 999 ,Monceau-Sur-Sambre,4,1,140 m²
 Maison,179 999 ,Châtelet,2,1,226 m²
 Appartement,179 999 ,Liège,2,1,95 m²
 Maison,179 999 ,La Louvière,4,2,470 m²
 Maison,179 999 ,La Louvière,4,2,470 m²
 Maison,179 999 ,Lodelinsart,5,2,165 m²
 Maison,180 000 ,Tournai,2,1,144 m²
 Appartement,180 000 ,Molenbeek-Saint-Jean,1,1,65 m²
 Maison Trois Façades,180 000 ,Ferrières,3,1,105 m²
 Maison,180 000 ,Grammont,4,1,140 m²
 Duplex,180 000 ,Anvers,1,1,70 m²
 Maison,180 000 ,Lessines,1,1,80 m²
 Maison,180 000 ,Tournai,2,1,100 m²
 Appartement,180 000 ,Bruxelles,1,1,74 m²
 Appartement,180 000 ,Berchem-Sainte-Agathe,2,1,70 m²
 Maison,180 000 ,Geluwe,4,1,150 m²
 Appartement,180 000 ,Wanfercée-Baulet,2,2,76 m²
 Appartement,180 000 ,Wanfercée-Baulet,2,2,75 m²
 Villa,180 000 ,Thuin,2,1,150 m²
 Maison Trois Façades,180 000 ,Pervijze,1,1,158 m²
 Maison,180 000 ,Tubize,3,1,122 m²
 Appartement,180 000 ,Liège,2,1,97 m²
 Maison,180 000 ,Ath,2,2,120 m²
 Maison,180 000 ,Chaumont-Gistoux,2,1,100 m²
 Maison,180 000 ,Péruwelz,3,1,132 m²
 Maison Trois Façades,180 000 ,Tilff,4,2,220 m²
 Appartement,180 000 ,Saint-Georges-Sur-Meuse,2,1,107 m²
 Maison Trois Façades,180 000 ,Gilly,4,1,180 m²
