Title,Price,Location,Bedrooms,Bathrooms,Surface
 Maison,129 500 ,Mouscron,2,1,85 m²
 Appartement,129 500 ,Sint-Niklaas,1,1,61 m²
 Maison,129 900 ,Anderlues,4,1,136 m²
 Maison,129 900 ,Jumet,4,1,183 m²
 Maison,129 999 ,Marchienne-Au-Pont,3,1,172 m²
 Appartement,129 999 ,Charleroi,1,1,115 m²
 Maison,129 999 ,Marchienne-Au-Pont,3,2,158 m²
 Maison,130 000 ,Baugnies,1,1,72 m²
 Maison,130 000 ,Flénu,2,1,147 m²
 Maison,130 000 ,Wannebecq,4,2,180 m²
 Appartement,130 000 ,Blanckenberghe,1,1,56 m²
 Maison,130 000 ,Châtelet,3,1,84 m²
 Maison Trois Façades,130 000 ,Quevaucamps,2,1,300 m²
 Maison,130 000 ,Frameries,2,1,90 m²
 Appartement,130 000 ,Mouscron,2,1,122 m²
 Maison Trois Façades,130 000 ,Hornu,2,1,143 m²
 Maison,130 000 ,Grivegnée,1,1,80 m²
 Maison,130 000 ,Spiennes,2,1,87 m²
 Maison,130 000 ,Jumet,3,1,110 m²
 Bungalow,130 000 ,Coxyde,1,1,45 m²
 Maison,130 000 ,Grâce-Hollogne,3,1,95 m²
 Maison,130 000 ,Wihéries,2,1,90 m²
 Appartement,130 000 ,Herstal,1,1,78 m²
 Appartement,130 000 ,Herstal,1,1,59 m²
 Appartement,130 000 ,Blanckenberghe,1,1,58 m²
 Appartement,130 000 ,Blanckenberghe,2,1,69 m²
 Maison Trois Façades,130 000 ,Thuin,3,1,160 m²
 Maison,130 000 ,Villers-La-Ville,2,1,60 m²
 Maison,130 000 ,Louveigné,2,1,100 m²
 Appartement,130 000 ,Overijse,1,1,39 m²
 Maison,130 000 ,Gouy-Lez-Piéton,2,1,118 m²
 Maison,130 000 ,Namur,2,2,111 m²
 Maison,130 000 ,Verviers,5,1,150 m²
 Maison Trois Façades,130 000 ,Nismes,2,1,138 m²
 Appartement,130 000 ,Morlanwelz-Mariemont,1,1,92 m²
 Maison,130 000 ,Thiméon,2,1,94 m²
 Maison,130 000 ,Ollignies,2,1,159 m²
 Maison,130 000 ,Ollignies,1,1,162 m²
 Maison,130 000 ,Dour,2,1,100 m²
 Maison,130 000 ,Ougrée,3,1,131 m²
 Appartement,130 000 ,Liège,1,1,44 m²
 Maison,130 000 ,Haine-Saint-Paul,3,1,150 m²
 Maison,130 000 ,Manage,3,1,149 m²
 Maison,130 000 ,Seraing,3,1,130 m²
 Maison,130 000 ,Grandglise,3,1,233 m²
 Maison,130 000 ,Herchies,3,1,146 m²
 Maison,130 000 ,Montignies-Sur-Sambre,2,1,98 m²
 Maison,130 000 ,Jumet,2,2,136 m²
 Maison,130 000 ,Ligny,2,1,72 m²
 Maison,130 000 ,Iseghem,3,1,130 m²
 Appartement,131 000 ,Saint-Ghislain,1,1,85 m²
 Appartement,132 000 ,Jemappes,1,1,87 m²
 Appartement,132 500 ,Ecaussinnes-D'Enghien,2,1,75 m²
 Appartement,132 500 ,Blanckenberghe,2,1,70 m²
 Maison,134 900 ,Koekelare,2,1,660 m²
 Maison,134 900 ,Lodelinsart,3,1,113 m²
 Maison,134 990 ,Grâce-Hollogne,3,1,112 m²
 Appartement,135 000 ,Ougrée,1,1,70 m²
 Appartement,135 000 ,Blanckenberghe,2,1,82 m²
 Maison,135 000 ,Warneton,4,1,111 m²
 Maison,135 000 ,Renaix,2,1,120 m²
 Maison Trois Façades,135 000 ,Marcinelle,3,2,180 m²
 Maison,135 000 ,Quaregnon,3,1,147 m²
 Flat,135 000 ,Boncelles,1,1,46 m²
 Maison,135 000 ,Pont-De-Loup,3,1,147 m²
 Maison,135 000 ,Péruwelz,3,1,250 m²
 Maison,135 000 ,Tournai,2,1,122 m²
 Maison,135 000 ,Saint-Ghislain,2,1,125 m²
 Maison Trois Façades,135 000 ,Coxyde,2,1,43 m²
 Maison,135 000 ,Strépy-Bracquegnies,3,1,120 m²
 Appartement rez-de-chaussée,135 000 ,Frameries,2,1,75 m²
 Maison,135 000 ,Couillet,2,1,84 m²
 Maison,135 000 ,Pont-De-Loup,2,1,80 m²
 Maison,135 000 ,Mouscron,2,1,118 m²
 Maison,135 000 ,Vaux-Sous-Chèvremont,3,1,165 m²
 Appartement,135 000 ,Frameries,2,1,81 m²
 Maison quatre façades,135 000 ,Audenbourg,2,1,70 m²
 Maison Trois Façades,135 000 ,Frameries,3,1,154 m²
 Appartement,135 000 ,Roulers,2,1,101 m²
 Maison,135 000 ,Jupille-Sur-Meuse,3,2,167 m²
 Appartement,135 000 ,Auderghem,1,1,39 m²
 Maison Trois Façades,135 000 ,Erquelinnes,2,1,399 m²
 Appartement,135 000 ,Gilly,1,1,160 m²
 Bungalow,135 000 ,Oreye,1,1,100 m²
 Appartement,135 000 ,Mouscron,2,1,100 m²
 Appartement,135 000 ,Roulers,1,1,75 m²
 Maison,135 000 ,Grivegnée,3,1,137 m²
 Maison,135 000 ,Herseaux,3,1,110 m²
 Appartement,135 000 ,Tournai,2,1,77 m²
 Appartement,135 000 ,Anderlecht,1,1,48 m²
 Maison,135 000 ,Jemappes,2,1,157 m²
 Maison,135 000 ,Pepinster,5,1,216 m²
 Appartement,135 000 ,Flémalle,2,1,70 m²
 Maison,135 000 ,Châtelineau,2,1,120 m²
 Appartement,135 000 ,Gilly,2,1,96 m²
 Maison,135 000 ,Pepinster,5,1,216 m²
 Appartement,135 000 ,Bruxelles,1,1,50 m²
 Maison,135 000 ,Menin,3,1,184 m²
 Maison,135 000 ,Velaine-Sur-Sambre,2,1,116 m²
 Maison,135 000 ,Flémalle,2,1,90 m²
 Maison,135 000 ,Mont-Sur-Marchienne,1,1,65 m²
 Appartement,135 000 ,Braine-Le-Comte,1,1,67 m²
 Appartement,135 000 ,Tubize,2,1,85 m²
 Appartement,135 000 ,Braine-Le-Comte,1,1,70 m²
 Appartement,135 000 ,Coxyde,2,1,68 m²
 Appartement,135 500 ,Liège,1,1,75 m²
 Appartement,135 500 ,Trooz,1,1,70 m²
 Maison,135 900 ,Comines,2,1,172 m²
 Maison,136 000 ,Montignies-Sur-Sambre,2,1,97 m²
 Maison,136 000 ,Glons,1,1,58 m²
 Appartement,136 000 ,Mouscron,2,1,91 m²
 Maison,137 000 ,Frameries,2,1,133 m²
 Maison,137 000 ,Flémalle,2,1,90 m²
 Maison,137 500 ,Seraing,3,1,125 m²
 Maison,138 000 ,Gaurain-Ramecroix,5,1,197 m²
 Appartement,138 000 ,Westende,2,1,64 m²
 Maison,138 000 ,Péruwelz,4,2,247 m²
 Maison Trois Façades,138 000 ,Philippeville,2,1,80 m²
 Appartement,138 000 ,Philippeville,2,1,80 m²
 Appartement,138 000 ,Westende,2,1,64 m²
 Maison Trois Façades,138 000 ,Mariembourg,3,1,174 m²
 Maison,139 000 ,Lebbeke,1,1,100 m²
 Maison,139 000 ,Luingne,2,1,140 m²
 Appartement,139 000 ,Courtrai,1,1,44 m²
 Appartement,139 000 ,Courtrai,1,1,50 m²
 Maison,139 000 ,Mouscron,3,1,135 m²
 Maison,139 000 ,Couillet,3,1,115 m²
 Maison,139 000 ,Verviers,20,1,70 m²
 Maison,139 000 ,Saint-Ghislain,4,1,130 m²
 Maison,139 000 ,Liège,2,1,148 m²
 Maison,139 000 ,Sprimont,4,3,300 m²
 Maison,139 000 ,Luingne,2,1,130 m²
 Maison,139 000 ,Mouscron,3,1,96 m²
 Appartement,139 000 ,Barvaux-Sur-Ourthe,3,1,54 m²
 Maison Trois Façades,139 000 ,Tohogne,3,1,70 m²
 Appartement,139 000 ,Audenarde,2,1,85 m²
 Appartement,139 000 ,Grivegnée,1,1,77 m²
 Maison,139 000 ,Mouscron,2,1,100 m²
 Appartement,139 000 ,Anvers,1,1,30 m²
 Maison,139 000 ,Glons,2,1,75 m²
 Maison,139 000 ,Mouscron,3,1,91 m²
 Maison,139 000 ,Mouscron,2,1,144 m²
 Maison,139 000 ,Verviers,3,1,101 m²
 Maison,139 000 ,Mouscron,3,1,114 m²
 Maison,139 000 ,Menin,3,1,110 m²
 Appartement,139 000 ,Beyne-Heusay,2,1,88 m²
 Maison,139 000 ,Herseaux,2,1,103 m²
 Maison,139 000 ,Fontaine-L'Evêque,3,1,150 m²
 Maison,139 000 ,Marchienne-Au-Pont,2,1,70 m²
 Appartement,139 000 ,Mouscron,3,1,125 m²
 Appartement,139 000 ,Grammont,2,1,63 m²
 Maison,139 000 ,Ploegsteert,5,1,112 m²
 Maison,139 000 ,Mouscron,3,1,117 m²
 Appartement,139 000 ,Ostende,1,1,53 m²
 Maison,139 000 ,Marcinelle,2,1,95 m²
 Maison,139 000 ,Châtelineau,4,1,134 m²
 Studio,139 000 ,Ostende,1,1,43 m²
 Maison,139 000 ,Mouscron,4,2,300 m²
 Maison,139 000 ,Herseaux,2,1,107 m²
 Maison,139 000 ,Courcelles,3,1,131 m²
 Appartement,139 000 ,Mouscron,2,1,84 m²
 Maison,139 000 ,Marchienne-Au-Pont,3,1,108 m²
 Maison,139 000 ,La Louvière,3,1,187 m²
 Appartement,139 000 ,Ostende,2,1,75 m²
 Appartement,139 000 ,Dison,4,1,210 m²
 Appartement,139 000 ,Mouscron,2,1,73 m²
 Appartement,139 000 ,Mouscron,2,1,69 m²
 Appartement,139 000 ,Mouscron,2,1,75 m²
 Appartement,139 000 ,Ostende,2,1,66 m²
 Maison,139 000 ,Mouscron,2,1,100 m²
 Maison,139 000 ,Trooz,4,1,185 m²
 Maison,139 000 ,Herstal,2,1,81 m²
 Appartement,139 000 ,Seraing,2,1,91 m²
 Maison,139 000 ,La Louvière,2,1,92 m²
 Maison,139 000 ,Trooz,3,1,100 m²
 Appartement,139 000 ,Charleroi,3,1,115 m²
 Maison,139 000 ,Strépy-Bracquegnies,3,1,99 m²
 Immeuble à appartements,139 000 ,Monceau-Sur-Sambre,2,2,130 m²
 Maison,139 000 ,Seraing,2,1,145 m²
 Maison,139 000 ,Rekkem,2,1,113 m²
 Maison,139 000 ,Fleurus,2,1,70 m²
 Maison,139 000 ,Ougrée,2,1,91 m²
 Maison,139 000 ,Verviers,5,1,155 m²
 Maison,139 000 ,Liège,1,1,70 m²
 Maison quatre façades,139 000 ,Noiseux,2,1,65 m²
 Maison,139 000 ,Luingne,3,1,110 m²
 Appartement,139 000 ,Gembloux,1,1,45 m²
 Appartement,139 000 ,Blanckenberghe,1,1,54 m²
 Appartement,139 000 ,Deinze,2,1,76 m²
 Maison,139 500 ,Malmedy,3,1,96 m²
 Appartement,139 500 ,Liège,1,1,70 m²
 Appartement rez-de-chaussée,139 500 ,Silly,2,1,70 m²
 Maison,139 900 ,Flémalle,4,2,195 m²
 Maison,139 900 ,Courtrai,3,1,70 m²
 Maison,139 900 ,Couillet,3,1,120 m²
 Maison,139 900 ,Dampremy,3,1,130 m²
