Floor,Kitchen type,Bedrooms,Bathrooms,Toilets,Office,Armored door,Primary energy consumption,Energy class,CO₂ emission,Heating type,Heat pump,Thermic solar panels,Double glazing,Monthly rental price,Monthly costs,Tenement building,price,listing_type,Number of floors,Number of frontages,Living area,Living room surface,Bedroom 1 surface,Bedroom 2 surface,Furnished,Terrace surface,Intercom,Visio phone,agency,Construction year,Building condition,Basement,Elevator,Accessible for disabled people,Secure access / alarm,TV cable,Swimming pool,Available as of,Kitchen surface,Shower rooms,Surroundings type,Zip_Code,State_Name
1.0,Hyper equipped,3.0,2.0,2.0,,,294.0,F,58.0,Gas,,,Yes,2250.0,130.0,No,2380.0,Apartment for rent,5.0,3.0,175.0,52.0,18.0,16.0,No,,Yes,,Bureau Immobilier Meert,,As new,Yes,Yes,,,Yes,,,,,Urban,1200,Woluwe-Saint-Lambert
,Installed,1.0,1.0,1.0,,,310.0,F,64.0,Gas,,,Yes,760.0,140.0,No,900.0,Ground floor for rent,4.0,2.0,65.0,30.0,10.0,,No,8.0,Yes,,ABITA IMMO,1960.0,Good,Yes,No,Yes,,Yes,No,To be defined,9.0,1.0,Urban,1200,Woluwe-Saint-Lambert
4.0,Hyper equipped,1.0,,1.0,,,41.0,A,,Gas,No,,Yes,1125.0,,No,,Apartment for rent,,,65.0,,,,No,,,,Home Invest Belgium sa,,As new,Yes,Yes,,No,,No,,,,,1200,Woluwe-Saint-Lambert
,Hyper equipped,1.0,,1.0,,,67.0,B,,Gas,No,,Yes,1125.0,,No,,Ground floor for rent,,,76.0,38.0,,,No,14.0,,,Home Invest Belgium sa,,As new,Yes,Yes,,No,,No,,,,,1200,Woluwe-Saint-Lambert
6.0,Hyper equipped,1.0,,1.0,,,86.0,B,,Gas,No,,Yes,995.0,,No,,Apartment for rent,,,74.0,,,,No,,,,Home Invest Belgium sa,,As new,Yes,Yes,,No,,No,,,,,1200,Woluwe-Saint-Lambert
4.0,Installed,2.0,1.0,1.0,,,216.0,E,56.0,Fuel oil,,,,850.0,230.0,No,1080.0,Apartment for rent,14.0,4.0,73.0,23.0,13.0,9.0,No,18.0,Yes,,Expertissimmo,1970.0,Good,Yes,Yes,No,,Yes,No,Immediately,6.0,1.0,Isolated,1200,Woluwe-Saint-Lambert
1.0,USA hyper equipped,2.0,1.0,1.0,,,219.0,E,41.0,Gas,,,Yes,1380.0,150.0,No,1530.0,Apartment for rent,3.0,2.0,70.0,35.0,15.0,11.0,No,18.0,Yes,,BATHIM & CO L’IMMOBILIER SUR MESURE,1967.0,As new,Yes,No,No,,Yes,No,Immediately,,,Urban,1200,Woluwe-Saint-Lambert
4.0,Installed,2.0,1.0,1.0,,,243.0,E,48.0,Gas,,,Yes,1150.0,50.0,No,1200.0,Apartment for rent,4.0,2.0,100.0,35.0,17.0,15.0,No,3.0,Yes,,Goffart Real Estate,1936.0,As new,,Yes,,,Yes,,Immediately,10.0,,"Living area (residential, urban or rural)",1200,Woluwe-Saint-Lambert
7.0,USA hyper equipped,2.0,1.0,1.0,,Yes,99.0,C,17.0,,,,,1750.0,220.0,No,1970.0,Apartment for rent,8.0,3.0,100.0,37.0,15.0,13.0,Yes,58.0,Yes,Yes,ABITA IMMO,2000.0,As new,,Yes,Yes,Yes,,No,To be defined,,2.0,Isolated,1200,Woluwe-Saint-Lambert
2.0,USA hyper equipped,2.0,1.0,2.0,No,Yes,274.0,E,55.0,Gas,No,No,Yes,1350.0,70.0,No,1420.0,Apartment for rent,2.0,2.0,106.0,,12.0,15.0,,,No,Yes,,,Just renovated,,No,No,No,Yes,No,Immediately,,1.0,Fitted out,1200,Woluwe-Saint-Lambert
3.0,Hyper equipped,2.0,1.0,1.0,No,No,142.0,C,,,No,No,No,2000.0,,No,,Apartment for rent,,,110.0,40.0,15.0,12.0,Yes,,Yes,No,,,As new,,Yes,No,No,Yes,No,Immediately,20.0,,Fitted out,1200,Woluwe-Saint-Lambert
2.0,USA hyper equipped,3.0,1.0,1.0,,,134.0,C,26.0,Gas,,,Yes,1950.0,200.0,No,2150.0,Apartment for rent,8.0,2.0,125.0,,15.0,11.0,No,6.0,,Yes,BATHIM & CO L’IMMOBILIER SUR MESURE,1955.0,As new,,Yes,No,,,No,To be defined,,,Urban,1200,Woluwe-Saint-Lambert
6.0,Hyper equipped,1.0,1.0,1.0,,,81.0,B,16.0,,,,,1500.0,75.0,No,1575.0,Apartment for rent,5.0,2.0,70.0,32.0,15.0,,Yes,,,,ABITA IMMO,2000.0,As new,,Yes,Yes,,,No,Depending on the tenant,,1.0,Isolated,1200,Woluwe-Saint-Lambert
,USA hyper equipped,1.0,1.0,1.0,,Yes,210.0,D,210.0,Gas,,,Yes,995.0,250.0,No,1245.0,Ground floor for rent,4.0,2.0,70.0,25.0,15.0,,Yes,13.0,Yes,,ABITA IMMO,1950.0,As new,,No,No,,Yes,No,Depending on the tenant,7.0,1.0,,1200,Woluwe-Saint-Lambert
2.0,USA hyper equipped,2.0,1.0,1.0,,,310.0,F,37.0,,,,,960.0,105.0,No,1065.0,Apartment for rent,2.0,2.0,86.0,40.0,16.0,11.0,No,3.0,,,ABITA IMMO,1961.0,As new,,,,,,,To be defined,10.0,1.0,"Living area (residential, urban or rural)",1200,Woluwe-Saint-Lambert
4.0,USA installed,,1.0,,No,No,,Not specified,,Gas,No,No,No,500.0,150.0,No,650.0,Studio for rent,,,,20.0,,,,,Yes,No,,,Good,,Yes,No,No,Yes,No,,4.0,,"Living area (residential, urban or rural)",1200,Woluwe-Saint-Lambert
1.0,,2.0,1.0,1.0,,,176.0,D,34.0,Gas,,,Yes,1050.0,35.0,No,1085.0,Apartment for rent,2.0,2.0,70.0,31.0,12.0,9.0,Yes,,,,Grant Properties,,,,,,,,,Immediately,6.0,,,1200,Woluwe-Saint-Lambert
1.0,USA hyper equipped,2.0,2.0,2.0,,,125.0,C,26.0,Gas,,,Yes,1495.0,95.0,No,1590.0,Apartment for rent,4.0,2.0,103.0,,13.0,11.0,No,,Yes,Yes,BATHIM & CO L’IMMOBILIER SUR MESURE,1960.0,As new,,Yes,No,,Yes,No,Depending on the tenant,,1.0,Urban,1200,Woluwe-Saint-Lambert
,Hyper equipped,5.0,5.0,3.0,Yes,,15.0,A,5.0,,,,Yes,2600.0,1.0,No,2601.0,House for rent,,3.0,300.0,50.0,25.0,16.0,No,30.0,Yes,Yes,BATHIM & CO L’IMMOBILIER SUR MESURE,2015.0,As new,,No,No,,Yes,No,Depending on the tenant,20.0,1.0,Isolated,1200,Woluwe-Saint-Lambert
2.0,USA hyper equipped,2.0,1.0,2.0,,Yes,87.0,B,21.0,Gas,,,Yes,1600.0,150.0,No,1750.0,Apartment for rent,9.0,,103.0,42.0,13.0,16.0,No,10.0,,Yes,BATHIM & CO L’IMMOBILIER SUR MESURE,,As new,Yes,Yes,Yes,,Yes,No,Depending on the tenant,,2.0,Urban,1200,Woluwe-Saint-Lambert
2.0,USA hyper equipped,3.0,1.0,1.0,,,134.0,C,26.0,Gas,,,Yes,1950.0,200.0,No,2150.0,Apartment for rent,8.0,2.0,125.0,,15.0,11.0,No,6.0,,Yes,BATHIM & CO L’IMMOBILIER SUR MESURE,1955.0,As new,,Yes,No,,,No,To be defined,,,Urban,1200,Woluwe-Saint-Lambert
2.0,USA hyper equipped,1.0,1.0,1.0,,,259.0,E,50.0,Gas,,,,1150.0,150.0,No,1300.0,Apartment for rent,4.0,,90.0,,15.0,,No,,,,BATHIM & CO L’IMMOBILIER SUR MESURE,1960.0,Good,,,,,,,Depending on the tenant,,1.0,Urban,1200,Woluwe-Saint-Lambert
4.0,USA installed,2.0,2.0,2.0,,,197.0,D,31.0,Electric,,,,950.0,150.0,No,1100.0,Apartment for rent,6.0,3.0,88.0,27.0,13.0,11.0,No,6.0,Yes,Yes,Expertissimmo,2002.0,As new,Yes,Yes,Yes,,Yes,No,Immediately,3.0,2.0,Isolated,1200,Woluwe-Saint-Lambert
2.0,Installed,2.0,1.0,1.0,,,256.0,E,51.0,Gas,,,,1100.0,250.0,No,1350.0,Apartment for rent,4.0,2.0,100.0,30.0,15.0,10.0,No,,,Yes,Expertissimmo,,Good,Yes,Yes,No,,,No,Immediately,10.0,1.0,Isolated,1200,Woluwe-Saint-Lambert
3.0,Installed,2.0,2.0,2.0,Yes,,100.0,C,20.0,,,,Yes,1500.0,60.0,No,1560.0,Duplex for rent,4.0,2.0,100.0,28.0,18.0,15.0,No,8.0,Yes,,Expertissimmo,1930.0,Just renovated,Yes,No,No,,Yes,No,Immediately,11.0,1.0,Mall,1200,Woluwe-Saint-Lambert
2.0,Hyper equipped,1.0,1.0,,No,No,126.0,C,25.0,Gas,No,No,Yes,710.0,70.0,No,780.0,Apartment for rent,,,50.0,,,,No,,Yes,No,,,,,No,No,No,Yes,No,,,,"Living area (residential, urban or rural)",1200,Woluwe-Saint-Lambert
,,4.0,1.0,2.0,No,No,,Not specified,,Gas,No,No,Yes,1895.0,,No,,House for rent,,2.0,140.0,,16.0,16.0,,15.0,Yes,No,,,As new,,No,No,No,No,No,To be defined,,,,1200,Woluwe-Saint-Lambert
2.0,USA installed,2.0,1.0,2.0,,,,Not specified,,,,,,1950.0,,No,,Apartment for rent,3.0,2.0,160.0,30.0,15.0,15.0,No,30.0,,,Espace Immo Brussels EST,1890.0,To renovate,Yes,,,,,,Immediately,15.0,1.0,,1200,Woluwe-Saint-Lambert
,,7.0,,3.0,No,No,,Not specified,,,No,No,No,3850.0,,No,,House for rent,,2.0,,50.0,13.0,14.0,,15.0,Yes,No,,1925.0,As new,,No,No,No,No,No,,,3.0,,1200,Woluwe-Saint-Lambert
4.0,Hyper equipped,1.0,1.0,,No,No,,Not specified,,,No,No,No,990.0,180.0,No,1170.0,Apartment for rent,,1.0,55.0,,,,Yes,15.0,No,No,,,Good,,Yes,No,No,No,No,Immediately,,,,1200,Woluwe-Saint-Lambert
,,2.0,,,Yes,No,,Not specified,,,No,No,No,1340.0,,No,,Apartment for rent,,,,,,,Yes,1.0,Yes,No,,,,,Yes,No,No,No,No,,,,,1200,Woluwe-Saint-Lambert
2.0,Hyper equipped,2.0,1.0,1.0,No,Yes,130.0,C,28.0,Gas,,,Yes,1290.0,140.0,No,1430.0,Apartment for rent,4.0,,110.0,,,,,,Yes,,,,As new,,Yes,,,,,,,,Urban,1200,Woluwe-Saint-Lambert
1.0,Installed,3.0,1.0,,Yes,No,223.0,E,44.0,Gas,No,No,Yes,1700.0,,No,,Duplex for rent,2.0,2.0,165.0,25.0,16.0,12.0,,16.0,Yes,No,,,,,No,No,No,Yes,No,,12.0,,,1200,Woluwe-Saint-Lambert
,USA hyper equipped,1.0,,1.0,No,No,477.0,G,103.0,Electric,No,No,Yes,1300.0,50.0,No,1350.0,Ground floor for rent,3.0,3.0,,,60.0,,Yes,12.0,Yes,No,,,,,No,No,No,Yes,No,Immediately,,1.0,"Living area (residential, urban or rural)",1200,Woluwe-Saint-Lambert
1.0,Installed,2.0,,1.0,No,No,,Not specified,,Gas,No,No,Yes,1480.0,35.0,No,1515.0,Ground floor for rent,1.0,2.0,97.0,50.0,13.0,14.0,,,No,Yes,,,As new,Yes,No,No,No,Yes,No,,,1.0,,1200,Woluwe-Saint-Lambert
2.0,Hyper equipped,1.0,,1.0,,,87.0,B,,Gas,No,,Yes,945.0,,No,,Apartment for rent,,,64.0,,,,No,7.0,,,Home Invest Belgium sa,,As new,Yes,Yes,,No,,No,,,,,1200,Woluwe-Saint-Lambert
5.0,Hyper equipped,2.0,1.0,1.0,Yes,,338.0,F,68.0,Gas,,,Yes,1200.0,225.0,No,1425.0,Apartment for rent,13.0,,110.0,27.0,10.0,14.0,No,21.0,Yes,,CENTURY 21 Wolu Way,1977.0,Good,,Yes,Yes,,,No,Immediately,8.0,,"Living area (residential, urban or rural)",1200,Woluwe-Saint-Lambert
,Installed,2.0,1.0,2.0,,,186.0,D,37.0,Gas,,,Yes,1650.0,,No,,House for rent,,2.0,180.0,39.0,16.0,14.0,No,30.0,Yes,,Expertissimmo,1970.0,As new,,No,No,Yes,Yes,No,Immediately,15.0,1.0,Isolated,1200,Woluwe-Saint-Lambert
6.0,Installed,2.0,1.0,1.0,,Yes,471.0,G,124.0,Gas,,,Yes,1150.0,250.0,No,1400.0,Apartment for rent,7.0,2.0,113.0,34.0,14.0,11.0,No,,,Yes,Expertissimmo,1960.0,Just renovated,Yes,Yes,No,,Yes,No,Immediately,10.0,1.0,Urban,1200,Woluwe-Saint-Lambert
1.0,USA hyper equipped,2.0,1.0,1.0,,,184.0,D,39.0,Gas,,,,1600.0,120.0,No,1720.0,Apartment for rent,4.0,2.0,115.0,40.0,18.0,10.0,Yes,,Yes,,Expertissimmo,1960.0,As new,Yes,Yes,No,,Yes,No,Immediately,14.0,1.0,Isolated,1200,Woluwe-Saint-Lambert
12.0,Installed,3.0,,1.0,No,Yes,93.0,B,23.0,Gas,Yes,No,Yes,1250.0,235.0,No,1485.0,Apartment for rent,14.0,,,,,,,8.0,No,Yes,,,,,Yes,No,No,No,No,Immediately,,1.0,,1200,Woluwe-Saint-Lambert
,Installed,3.0,1.0,,Yes,No,,Not specified,,Gas,No,No,Yes,2100.0,,No,,House for rent,,2.0,,,,,,,Yes,No,,,Just renovated,Yes,No,No,No,Yes,No,,,1.0,,1200,Woluwe-Saint-Lambert
1.0,Hyper equipped,1.0,1.0,2.0,,,247.0,E,49.0,,,,Yes,1175.0,30.0,No,1205.0,Apartment for rent,3.0,,75.0,,13.0,,No,6.0,Yes,,BATHIM & CO L’IMMOBILIER SUR MESURE,1920.0,As new,,No,No,,,No,Depending on the tenant,,,Urban,1200,Woluwe-Saint-Lambert
3.0,Installed,1.0,1.0,1.0,,,212.0,E,42.0,Gas,,,Yes,850.0,49.0,No,899.0,Apartment for rent,5.0,,85.0,13.0,15.0,,No,,,Yes,Expertissimmo,1932.0,Good,Yes,Yes,No,,,No,Immediately,,,Urban,1200,Woluwe-Saint-Lambert
5.0,USA hyper equipped,2.0,1.0,1.0,,,205.0,D,41.0,,,,,1350.0,100.0,No,1450.0,Duplex for rent,6.0,3.0,107.0,37.0,15.0,13.0,Yes,8.0,,,ABITA IMMO,1980.0,Good,,Yes,No,,,No,Depending on the tenant,6.0,1.0,Urban,1200,Woluwe-Saint-Lambert
1.0,Hyper equipped,1.0,1.0,1.0,,,62.0,B,13.0,Gas,,,Yes,1500.0,90.0,No,1590.0,Apartment for rent,7.0,2.0,70.0,40.0,15.0,,Yes,6.0,,Yes,ABITA IMMO,2013.0,As new,Yes,Yes,No,,,No,To be defined,6.0,1.0,Urban,1200,Woluwe-Saint-Lambert
,Installed,3.0,1.0,,No,,,Not specified,,,,,Yes,1340.0,,No,,Apartment for rent,,3.0,,,,,,,Yes,,,,Just renovated,,Yes,,,,,,,,,1200,Woluwe-Saint-Lambert
,,3.0,1.0,2.0,,,227.0,E,,Gas,,,Yes,1850.0,,No,,House for rent,,2.0,128.0,35.0,22.0,20.0,No,25.0,,,Grant Properties,,,,,,Yes,,,Immediately,15.0,,,1200,Woluwe-Saint-Lambert
4.0,,1.0,,1.0,,,255.0,E,55.0,,,,,900.0,20.0,No,920.0,Apartment for rent,5.0,2.0,70.0,25.0,20.0,,Yes,,,,Espace Immo Brussels EST,,,Yes,,,,,,Immediately,10.0,1.0,,1200,Woluwe-Saint-Lambert
1.0,,,1.0,,No,No,319.0,F,64.0,Gas,No,No,No,620.0,150.0,No,770.0,Studio for rent,,,35.0,,,,,,Yes,No,,,,,Yes,No,No,Yes,No,Immediately,,,"Living area (residential, urban or rural)",1200,Woluwe-Saint-Lambert
7.0,Hyper equipped,2.0,,1.0,,,232.0,E,,Gas,No,,Yes,1280.0,,No,,Penthouse for rent,,,131.0,,,,No,,,,Home Invest Belgium sa,,As new,Yes,Yes,,No,,No,,,1.0,,1200,Woluwe-Saint-Lambert
,USA hyper equipped,6.0,3.0,4.0,,,230.0,E,45.0,Gas,,,,3490.0,,No,,Mansion for rent,,2.0,350.0,,30.0,15.0,No,,,,BATHIM & CO L’IMMOBILIER SUR MESURE,,Just renovated,,,,,,,Immediately,,,Urban,1200,Woluwe-Saint-Lambert
2.0,Hyper equipped,3.0,1.0,1.0,Yes,,102.0,C,20.0,Gas,,,Yes,1450.0,,No,,Duplex for rent,3.0,2.0,110.0,24.0,16.0,15.0,No,4.0,,,TRIOR Woluwe,,Just renovated,Yes,No,No,,Yes,No,Immediately,8.0,,"Living area (residential, urban or rural)",1200,Woluwe-Saint-Lambert
1.0,Hyper equipped,2.0,1.0,1.0,,,200.0,D,80.0,Gas,,,Yes,1690.0,55.0,No,1745.0,Apartment for rent,3.0,,130.0,50.0,22.0,17.0,No,,Yes,,ABITA IMMO,1900.0,Just renovated,Yes,No,No,,,No,Depending on the tenant,8.0,1.0,Urban,1200,Woluwe-Saint-Lambert
2.0,Installed,3.0,1.0,2.0,No,Yes,,Not specified,,Gas,No,No,No,1450.0,,No,,Apartment for rent,7.0,,,40.0,15.0,9.0,,8.0,Yes,No,,1979.0,As new,,Yes,No,No,No,No,,12.0,,,1200,Woluwe-Saint-Lambert
3.0,,2.0,1.0,2.0,,Yes,,Not specified,18.0,,,,,1825.0,150.0,No,1975.0,Apartment for rent,,,147.0,,15.0,20.0,,,Yes,Yes,Progedim,2016.0,As new,Yes,Yes,,,Yes,,Immediately,,1.0,"Living area (residential, urban or rural)",1200,Woluwe-Saint-Lambert
,USA hyper equipped,3.0,2.0,2.0,Yes,,116.0,C,18.0,Gas,,,Yes,2490.0,190.0,No,2680.0,Duplex for rent,8.0,,167.0,40.0,16.0,14.0,Yes,6.0,Yes,Yes,BATHIM & CO L’IMMOBILIER SUR MESURE,2015.0,As new,,Yes,No,,Yes,No,,,1.0,Isolated,1200,Woluwe-Saint-Lambert
9.0,Hyper equipped,2.0,,1.0,No,No,,Not specified,,,No,Yes,Yes,1150.0,180.0,No,1330.0,Apartment for rent,14.0,2.0,75.0,28.0,13.0,12.0,,8.0,Yes,No,,1974.0,Just renovated,,Yes,Yes,No,Yes,No,,9.0,1.0,,1200,Woluwe-Saint-Lambert
4.0,USA hyper equipped,3.0,2.0,2.0,,Yes,89.0,B,19.0,Gas,,,,2490.0,190.0,No,2680.0,Duplex for rent,5.0,3.0,169.0,,20.0,19.0,Yes,7.0,Yes,Yes,ABITA IMMO,1992.0,As new,,Yes,Yes,,Yes,No,Depending on the tenant,,2.0,Isolated,1200,Woluwe-Saint-Lambert
6.0,Hyper equipped,3.0,2.0,2.0,Yes,Yes,300.0,F,150.0,Gas,,,Yes,1650.0,350.0,No,2000.0,Apartment for rent,7.0,3.0,130.0,25.0,16.0,15.0,No,10.0,,Yes,ABITA IMMO,1960.0,Good,Yes,Yes,No,,,No,To be defined,10.0,1.0,Isolated,1200,Woluwe-Saint-Lambert
3.0,,2.0,1.0,1.0,,,186.0,D,46.0,Fuel oil,,,Yes,1150.0,250.0,No,1400.0,Apartment for rent,3.0,2.0,96.0,30.0,16.0,11.0,No,,,,Burimmo,,Good,,Yes,,,Yes,,Depending on the tenant,,,,1200,Woluwe-Saint-Lambert
3.0,Hyper equipped,1.0,1.0,1.0,,,221.0,E,65.0,Gas,,,Yes,850.0,250.0,No,1100.0,Apartment for rent,8.0,2.0,95.0,20.0,14.0,,Yes,,Yes,,Ricci Real Estate,1958.0,Good,Yes,Yes,No,,Yes,No,Depending on the tenant,9.0,,,1200,Woluwe-Saint-Lambert
,Installed,2.0,2.0,3.0,Yes,No,,Not specified,,Gas,No,No,Yes,1500.0,40.0,No,1540.0,Duplex for rent,3.0,2.0,95.0,,16.0,14.0,,1.0,Yes,No,,,,,No,No,No,No,No,,25.0,,,1200,Woluwe-Saint-Lambert
3.0,,1.0,,,,,129.0,C,25.0,Gas,,,Yes,750.0,75.0,No,825.0,Apartment for rent,4.0,3.0,47.0,,,,No,,,,Grant Properties,,,,Yes,,,,,Immediately,4.0,1.0,"Living area (residential, urban or rural)",1200,Woluwe-Saint-Lambert
1.0,Installed,1.0,1.0,1.0,No,No,,Not specified,,Gas,No,No,Yes,1200.0,75175.0,No,76375.0,Apartment for rent,3.0,1.0,,,70.0,,,,Yes,No,,,As new,,No,No,No,No,No,,,1.0,,1200,Woluwe-Saint-Lambert
,Installed,5.0,2.0,2.0,Yes,,189.0,D,40.0,Gas,,,,2700.0,,No,,House for rent,,2.0,274.0,48.0,32.0,19.0,No,17.0,Yes,,Expertissimmo,1990.0,Good,,No,No,,Yes,No,Immediately,9.0,2.0,Isolated,1200,Woluwe-Saint-Lambert
,Hyper equipped,3.0,2.0,2.0,Yes,Yes,300.0,F,150.0,Gas,,,Yes,1890.0,,No,,House for rent,,2.0,160.0,16.0,16.0,12.0,No,20.0,,Yes,ABITA IMMO,1985.0,As new,Yes,No,No,Yes,,No,To be defined,10.0,1.0,Isolated,1200,Woluwe-Saint-Lambert
1.0,Hyper equipped,3.0,2.0,2.0,,,294.0,F,58.0,Gas,,,Yes,2250.0,130.0,No,2380.0,Apartment for rent,5.0,3.0,176.0,52.0,18.0,16.0,No,,Yes,,BATHIM & CO L’IMMOBILIER SUR MESURE,1925.0,As new,Yes,Yes,No,,Yes,No,Immediately,,1.0,"Living area (residential, urban or rural)",1200,Woluwe-Saint-Lambert
1.0,Hyper equipped,3.0,2.0,2.0,,,294.0,F,58.0,Gas,,,Yes,2250.0,130.0,No,2380.0,Apartment for rent,5.0,3.0,176.0,52.0,18.0,16.0,No,,Yes,,BATHIM & CO L’IMMOBILIER SUR MESURE,1925.0,As new,Yes,Yes,No,,Yes,No,Immediately,,1.0,"Living area (residential, urban or rural)",1200,Woluwe-Saint-Lambert
3.0,Hyper equipped,2.0,1.0,1.0,,Yes,302.0,F,91.0,Gas,,,Yes,1050.0,200.0,No,1250.0,Apartment for rent,8.0,2.0,74.0,28.0,13.0,10.0,No,4.0,Yes,,Expertissimmo,1958.0,As new,Yes,Yes,No,,Yes,No,Immediately,7.0,,Urban,1200,Woluwe-Saint-Lambert
,USA hyper equipped,1.0,1.0,1.0,,,611.0,G,132.0,Gas,,,,930.0,180.0,No,1110.0,Ground floor for rent,2.0,,50.0,25.0,10.0,,No,40.0,Yes,,Expertissimmo,,Good,,No,No,,Yes,No,Depending on the tenant,5.0,1.0,Isolated,1200,Woluwe-Saint-Lambert
2.0,Hyper equipped,1.0,1.0,1.0,,Yes,202.0,D,57.0,Gas,,,Yes,1250.0,180.0,No,1430.0,Apartment for rent,5.0,2.0,98.0,36.0,,,No,,,,Espace Immo Brussels EST,1933.0,,Yes,Yes,,,,,Immediately,,,,1200,Woluwe-Saint-Lambert
,Hyper equipped,5.0,2.0,3.0,Yes,,262.0,E,56.0,,,,Yes,2350.0,,No,,House for rent,,,200.0,50.0,23.0,16.0,No,,,,Espace Immo Brussels EST,,,,,,,,,To be defined,,,,1200,Woluwe-Saint-Lambert
5.0,Hyper equipped,1.0,,1.0,,,153.0,D,,Gas,No,,Yes,870.0,,No,,Apartment for rent,,,61.0,,,,No,,,,Home Invest Belgium sa,,As new,Yes,Yes,,No,,No,,,,,1200,Woluwe-Saint-Lambert
8.0,USA hyper equipped,3.0,2.0,3.0,,,87.0,B,21.0,Gas,,,,3650.0,220.0,No,3870.0,Penthouse for rent,8.0,2.0,161.0,,15.0,13.0,No,68.0,,Yes,BATHIM & CO L’IMMOBILIER SUR MESURE,2018.0,As new,,Yes,Yes,,,No,Depending on the tenant,,1.0,Urban,1200,Woluwe-Saint-Lambert
8.0,USA hyper equipped,3.0,2.0,3.0,,,87.0,B,21.0,Gas,,,,3650.0,220.0,No,3870.0,Penthouse for rent,8.0,2.0,161.0,,15.0,13.0,No,68.0,,Yes,BATHIM & CO L’IMMOBILIER SUR MESURE,2018.0,As new,,Yes,Yes,,,No,Depending on the tenant,,1.0,Urban,1200,Woluwe-Saint-Lambert
,USA hyper equipped,5.0,4.0,4.0,,,198.0,D,42.0,Gas,,,Yes,2700.0,1.0,No,2701.0,House for rent,,3.0,375.0,,17.0,13.0,No,50.0,,,BATHIM & CO L’IMMOBILIER SUR MESURE,1985.0,Good,,,,,,,Depending on the tenant,,2.0,Urban,1200,Woluwe-Saint-Lambert
,Hyper equipped,2.0,1.0,2.0,,,214.0,E,46.0,Gas,,,Yes,2175.0,125.0,No,2300.0,Ground floor for rent,3.0,2.0,135.0,50.0,14.0,13.0,No,20.0,,,BATHIM & CO L’IMMOBILIER SUR MESURE,,As new,,Yes,,,,No,Depending on the tenant,,1.0,Urban,1200,Woluwe-Saint-Lambert
,Hyper equipped,2.0,1.0,2.0,,,214.0,E,46.0,Gas,,,Yes,2175.0,125.0,No,2300.0,Ground floor for rent,3.0,2.0,135.0,50.0,14.0,13.0,No,20.0,,,BATHIM & CO L’IMMOBILIER SUR MESURE,,As new,,Yes,,,,No,Depending on the tenant,,1.0,Urban,1200,Woluwe-Saint-Lambert
2.0,Hyper equipped,3.0,2.0,3.0,,,206.0,D,43.0,Gas,,,Yes,2225.0,150.0,No,2375.0,Apartment for rent,3.0,2.0,150.0,30.0,16.0,14.0,No,12.0,,,BATHIM & CO L’IMMOBILIER SUR MESURE,,As new,,Yes,No,,,No,Depending on the tenant,,1.0,"Living area (residential, urban or rural)",1200,Woluwe-Saint-Lambert
3.0,Installed,3.0,2.0,2.0,Yes,,313.0,F,63.0,,,,,2350.0,50.0,No,2400.0,Penthouse for rent,3.0,2.0,160.0,,15.0,14.0,No,25.0,,,BATHIM & CO L’IMMOBILIER SUR MESURE,,As new,,,,,,,Depending on the tenant,,1.0,Urban,1200,Woluwe-Saint-Lambert
,USA hyper equipped,6.0,4.0,5.0,,,445.0,G,89.0,Gas,,,Yes,4650.0,500.0,No,5150.0,House for rent,,4.0,420.0,50.0,30.0,20.0,No,50.0,,Yes,BATHIM & CO L’IMMOBILIER SUR MESURE,1960.0,Good,Yes,No,No,Yes,,No,Immediately,,4.0,Urban,1200,Woluwe-Saint-Lambert
5.0,Installed,3.0,2.0,2.0,No,Yes,200.0,D,,Gas,No,No,Yes,1500.0,180.0,No,1680.0,Duplex for rent,2.0,2.0,135.0,34.0,14.0,11.0,,,Yes,No,,2005.0,Just renovated,,Yes,Yes,No,Yes,No,Immediately,8.0,,Urban,1200,Woluwe-Saint-Lambert
,Installed,3.0,1.0,2.0,No,No,404.0,G,63.0,Fuel oil,No,No,Yes,1800.0,,No,,House for rent,,2.0,155.0,25.0,21.0,11.0,,,No,No,,1952.0,Good,,No,Yes,No,Yes,No,,8.0,,,1200,Woluwe-Saint-Lambert
7.0,USA hyper equipped,4.0,2.0,2.0,Yes,Yes,314.0,F,85.0,Fuel oil,,,Yes,2300.0,350.0,No,2650.0,Apartment for rent,7.0,3.0,200.0,38.0,17.0,15.0,No,8.0,Yes,,Expertissimmo,1933.0,Just renovated,Yes,Yes,Yes,,Yes,No,Immediately,17.0,1.0,Isolated,1200,Woluwe-Saint-Lambert
,,4.0,2.0,3.0,No,No,,Not specified,,Gas,No,No,Yes,2650.0,,No,,House for rent,,4.0,210.0,,14.0,13.0,,,,,,,,,,,,,,,,1.0,,1200,Woluwe-Saint-Lambert
,Hyper equipped,2.0,1.0,2.0,,Yes,193.0,D,38.0,Gas,,,Yes,1275.0,70.0,No,1345.0,Apartment for rent,4.0,3.0,106.0,40.0,12.0,14.0,No,4.0,Yes,Yes,ABITA IMMO,2008.0,As new,Yes,Yes,Yes,,Yes,No,Depending on the tenant,10.0,1.0,Isolated,1200,Woluwe-Saint-Lambert
2.0,Installed,3.0,1.0,2.0,,,1060.0,G,296.0,Gas,,,,1350.0,100.0,No,1450.0,Apartment for rent,2.0,2.0,101.0,25.0,11.0,13.0,No,12.0,Yes,,Expertissimmo,1950.0,As new,,No,No,,,No,After signing the deed,8.0,,Urban,1200,Woluwe-Saint-Lambert
